sigma,lambda,p_up,eta1,eta2,rmse,elapsed_s,n_quotes
0.1812598080573909,1.8254232359006188,0.8747685054999934,46.168715073649985,2.4422254697008383,0.013981742832338795,4395.961683273315,424
