sigma,lambda,mu_J,sigma_J,kappa,rmse,elapsed_s,n_quotes
0.18584200021444902,0.1633188366004695,-0.49544949230771723,0.3338867740635011,-0.3557763324788664,0.013997305877882662,699.7505910396576,424
