paths,mean_price,rmse
1000,14.961262092472655,0.9207468353831618
5000,14.828264505615689,0.25839476142608825
10000,14.68261061988829,0.09609549677153877
25000,14.778676480083092,0.05910196905816192
50000,14.700443724367542,0.11006067331796902
