expiry,n,T,rmse,mean_error,max_abs_error
2026-06-26,109,0.0767123287671232,0.013412966526234136,0.0012919308246452277,0.057680530281495834
2026-07-31,139,0.1726027397260274,0.014932663926550916,-0.005262277070861664,0.04783514766831182
2026-08-21,44,0.2301369863013698,0.0073204438534138295,-3.714347987765298e-05,0.014289407548880556
2026-12-18,44,0.5561643835616439,0.011529063729949562,0.0003712552447189531,0.02102890273896607
2027-03-19,44,0.8054794520547945,0.016111797218224415,0.004580700981320427,0.030866613501331547
2027-06-17,44,1.0520547945205478,0.017081969422639943,0.0056290520338728245,0.026768071698708262
