n_jump_obs,lognormal_sigma,lognormal_mu,lognormal_loc,lognormal_scale,ks_stat,ks_pvalue
99,1.158326134870973,-4.8846101974107805,0,0.007562070902420372,0.11775227063775767,0.11842295224604116
