date,Close,High,Low,Open,Volume,returns,abs_return,RV,BPV,RV_to_BPV,bns_style_z,jump_component,log_ratio,log_ratio_mean,log_ratio_std,ratio_z,rolling_vol,jump_flag_single,jump_flag_strict,jump_flag
2023-05-23,327.5499267578125,331.1854522577852,327.19621551255364,330.03586072499985,48216700,-0.0127573716941526,0.0127573716941526,,,,,,,,,,,False,False,False
2023-05-24,325.8697204589844,327.10776972072495,323.8161503250398,325.5946017325634,62891200,-0.0051428205724832,0.0051428205724832,,,,,,,,,,,False,False,False
2023-05-25,333.7991027832031,335.0666280785355,330.8022724961006,333.2292246578266,66862800,0.0240416523375258,0.0240416523375258,,,,,,,,,,,False,False,False
2023-05-26,342.3277893066406,343.1629807974881,334.722698053465,334.82096116751046,63007000,0.0252294029725973,0.0252294029725973,,,,,,,,,,,False,False,False
2023-05-30,343.8802185058594,347.7613560675024,342.4554785237535,346.56261821624497,72652200,0.0045246684097775,0.0045246684097775,,,,,,,,,,,False,False,False
2023-05-31,341.9248962402344,344.4894223193903,340.47071025093595,342.2982780436562,65105400,-0.0057022834092554,0.0057022834092554,,,,,,,,,,,False,False,False
2023-06-01,345.8748779296875,347.20132498528426,340.6181163131397,341.6694746335876,50488600,0.0114859738652585,0.0114859738652585,,,,,,,,,,,False,False,False
2023-06-02,348.4688720703125,349.6282988963588,345.8748996800786,347.6336805484104,53372100,0.0074718212953272,0.0074718212953272,,,,,,,,,,,False,False,False
2023-06-05,348.7145080566406,351.26919913842227,347.68282030519657,348.2526983996044,47266200,0.0007046524730618,0.0007046524730618,,,,,,,,,,,False,False,False
2023-06-06,348.6554870605469,349.6184174271608,346.7787728683112,348.10524970410665,41390400,-0.0001692673807244,0.0001692673807244,,,,,,,,,,,False,False,False
2023-06-07,342.740478515625,350.8958071324031,342.1116185813994,348.9405001234873,69225900,-0.017110753183498,0.017110753183498,,,,,,,,,,,False,False,False
2023-06-08,346.9949645996094,347.4567741982454,342.8092322651374,343.03520441858984,47153900,0.0123367302219327,0.0123367302219327,,,,,,,,,,,False,False,False
2023-06-09,348.3215026855469,351.4264313853431,346.8771217711748,348.44924174376325,53196900,0.0038156429706128,0.0038156429706128,,,,,,,,,,,False,False,False
2023-06-12,354.20703125,354.3052943529786,349.00925194071897,349.98198769312216,44606500,0.0167556646526792,0.0167556646526792,,,,,,,,,,,False,False,False
2023-06-13,356.92877197265625,357.76393338304973,353.75505666181834,356.9582479049561,57097800,0.0076546673647989,0.0076546673647989,,,,,,,,,,,False,False,False
2023-06-14,359.52276611328125,359.8077201335218,354.1382955769709,356.9385992749848,69525600,0.0072412587246241,0.0072412587246241,,,,,,,,,,,False,False,False
2023-06-15,363.8068237304688,365.2904858588163,357.6362777663679,358.25527243714697,71138800,0.0118455204123692,0.0118455204123692,,,,,,,,,,,False,False,False
2023-06-16,361.5173950195313,366.351658257818,361.0752559946736,366.22391921096187,80932000,-0.0063128632823457,0.0063128632823457,,,,,,,,,,,False,False,False
2023-06-20,360.9998779296875,362.397056132463,358.03830213467023,360.0651728884419,49204700,-0.0014325392560762,0.0014325392560762,,,,,,,,,,,False,False,False
2023-06-21,356.0802307128906,360.291402247806,355.15534457900924,359.8584755456989,53378300,-0.0137215475562083,0.0137215475562083,0.0028668081228194232,0.0029603757955286316,0.9683933124806203,-0.18112882151572873,-9.356767270920835e-05,-0.03211695968286696,,,,0.011437814286800067,False,False,False
2023-06-22,360.2815856933594,360.438986288893,354.4272564085089,354.8306667482636,47603000,0.0117298355547089,0.0117298355547089,0.00284164663241717,0.0031180219446517864,0.9113619733470216,-0.5079589975789031,-0.00027637531223461635,-0.09281512436378778,,,,0.010927172926040722,False,False,False
2023-06-23,356.7099914550781,359.01235823948906,355.01764962720034,356.3852813802628,48922900,-0.0099628054062436,0.0099628054062436,0.0029144555205390904,0.003106811691847353,0.9380856677561024,-0.35481320297782865,-0.00019235617130826258,-0.06391400391587763,,,,0.011192894140705477,False,False,False
2023-06-26,351.9281311035156,358.9729945543616,351.8395819991526,356.17866827388485,52685500,-0.0134961210295944,0.0134961210295944,0.002518599756266091,0.002326213043064648,1.0827038236136726,0.47395178937382093,0.0001923867132014429,0.07946145288262439,,,,0.01090583452937312,False,False,False
2023-06-27,357.9792785644531,358.7073991281337,352.7448516906183,353.4729422274704,49428100,0.0170481218700687,0.0170481218700687,0.002172715441209104,0.002517897870186275,0.8629084868515202,-0.7856319711189881,-0.0003451824289771709,-0.14744663424967466,,,,0.010180330133630754,False,False,False
2023-06-28,358.67779541015625,360.6259355671753,356.080235165036,356.15896549012393,46498000,0.0019493760468449,0.0019493760468449,0.002156042883962678,0.0025301868858086784,0.8521279183191959,-0.847412303915083,-0.0003741440018460002,-0.1600186245502382,,,,0.010166836941783967,False,False,False
2023-06-29,357.95953369140625,359.02218292164616,356.3164059384481,358.38261161325084,46151000,-0.0020045340372034,0.0020045340372034,0.002127545004589516,0.0024283518497949562,0.8761271579195414,-0.7098795750133637,-0.0003008068452054402,-0.13224404113766886,,,,0.01005616950391951,False,False,False
2023-06-30,363.4793090820313,364.5320794146478,361.3245244321573,361.6393556388395,58712500,0.0153024283532772,0.0153024283532772,0.0022297817224632968,0.002337168105784141,0.9540527773526093,-0.26331029738373607,-0.00010738638332084436,-0.04703628689151905,,,,0.010262916221571156,False,False,False
2023-07-03,364.3353271484375,364.9650196119277,363.0365470322864,364.11886379574565,19432900,0.0023522980124644,0.0023522980124644,0.0021794869149334354,0.0023879806130147783,0.9126903723819919,-0.5003463253696034,-0.00020849369808134286,-0.09135858801719622,,,,0.010198920837891694,False,False,False
2023-07-05,364.3255004882813,366.0276910481875,362.73155662470873,362.7709217894503,34460900,-2.697183596022212e-05,2.697183596022212e-05,0.0021789911073055784,0.0023878883016429167,0.9125180209670558,-0.5013340216808605,-0.0002088971943373383,-0.09154744471550684,,,,0.010205622879229187,False,False,False
2023-07-06,361.5509033203125,361.9936789251152,358.6581787702323,360.6161981933694,49374700,-0.007644857076421,0.007644857076421,0.0022374062955783053,0.0023834403082031055,0.9387297377986795,-0.3511222230953574,-0.00014603401262480026,-0.06322766037249636,,,,0.01041982350222341,False,False,False
2023-07-07,360.3504333496094,364.52226973044776,360.1241512291807,361.3245334383602,47133700,-0.0033258591341795,0.0033258591341795,0.0019556897600521237,0.0020764487879060423,0.9418434836643884,-0.33327824248810417,-0.00012075902785391862,-0.05991617143326746,,,,0.009566012746050682,False,False,False
2023-07-10,360.4685668945313,361.14747343769193,357.5660237280284,360.075005281917,48498800,0.0003277758936418,0.0003277758936418,0.0018036022845198286,0.0020004182418089773,0.9016125962182948,-0.5638298694871322,-0.0001968159572891487,-0.10357034539332184,,,,0.00930334018342614,False,False,False
2023-07-11,362.24945068359375,362.7020449901475,358.7565204176564,360.89163773710936,38214100,0.0049283049551355,0.0049283049551355,0.001813331342971455,0.0018973768889207691,0.9557043482293497,-0.2538456204424949,-8.404554594931423e-05,-0.045306672935536224,,,,0.009317916343704777,False,False,False
2023-07-12,366.82470703125,368.1726713240019,364.3452118107591,366.3524150781026,61975400,0.0125510316341615,0.0125510316341615,0.0016901074401001344,0.0017875803288952543,0.9454721630018388,-0.31248332648661353,-9.747288879511989e-05,-0.05607083288040079,,,,0.00902454602474563,False,False,False
2023-07-13,373.0528564453125,373.8793447436065,369.4221931900927,370.0027017557936,46960000,0.0168360194597229,0.0168360194597229,0.0019149650588825852,0.0020453231809147068,0.9362652693478871,-0.36524538186930416,-0.0001303581220321215,-0.06585643523388625,,,,0.009532455954000358,False,False,False
