metric,value
count,732.0
mean_daily,0.000930074031442122
std_daily,0.01241813237579119
skewness,0.3788798846726969
excess_kurtosis,10.588777440742001
jarque_bera_stat,3385.450234019558
jarque_bera_pvalue,0.0
min_return,-0.0641213588856022
max_return,0.1133562186459695
