lambda_Q,EJ2_Q,jump_var_Q,kappa_Q,lambda_P_single,EJ2_P_single,jump_var_P_single,jvrp_single,lambda_P_two,EJ2_P_two,jump_var_P_two,jvrp_two
0.1633188366004695,0.3569505773225062,0.05829675301217764,-0.3557763324788664,34.08196721311476,0.0003738796654975616,0.012742554501138207,4.574965954194694,1.3770491803278688,0.003960955908533632,0.0054544310871610675,10.687962150516425
